slug,distillery_name,country,registry,company_number,company_name,relation,match_method,confidence,verified,source,note
brennerei-sellendorf-gmbh,Brennerei-Sellendorf GmbH,Germany,de-offeneregister,Cottbus HRB 5688,Brennerei-Sellendorf GmbH,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/G1103_HRB5688,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-06-23 (2017-2019 snapshot, not current); Cottbus HRB 5688; registered office Steinreich (city agrees); address Dorfstr."
moonshine-more,Moonshine&More,Germany,de-offeneregister,Hannover HRB 217144,Moonshine & More GmbH,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/P2305_HRB217144,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-10-17 (2017-2019 snapshot, not current); Hannover HRB 217144; registered office Isernhagen (city agrees); address Moorstraße 7, 30916 Isernhagen."
feinbrennerei-am-hebewerk-gmbh,Feinbrennerei am Hebewerk GmbH,Germany,de-offeneregister,Frankfurt/Oder HRB 17041,Feinbrennerei am Hebewerk GmbH,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/G1207_HRB17041,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-10-17 (2017-2019 snapshot, not current); Frankfurt/Oder HRB 17041; registered office Niederfinow (city agrees); address Hebewerkstraße 41, 16248 Niederfinow"
distillerie-mount-rigi-ag,Distillerie Mount Rigi AG,Switzerland,ch-zefix,CHE-454.960.541,Distillerie Mount RIGI AG,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1351065,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0106; seat Zug (city agrees), Unter Altstadt 12, 6300; Zweck mentions distilling/spirits"
brennerei-muhlenthal,Brennerei Mühlenthal,Germany,de-offeneregister,Saarbrücken HRB 102468,Brennerei Mühlenthal UG (haftungsbeschränkt),self,offeneregister-bulk-name,low,,https://opencorporates.com/companies/de/V1109_HRB102468,"name jaccard 0.50; OffeneRegister status 'currently registered' as of 2018-06-28 (2017-2019 snapshot, not current); Saarbrücken HRB 102468; registered office Schwalbach (city agrees); address Bachtalstraße 214, 66773 Schwalbach."
brennerei-penth,Brennerei Penth,Germany,de-offeneregister,Saarbrücken HRB 104838,Brennerei Penth Spirits GmbH,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/V1109_HRB104838,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-10-18 (2017-2019 snapshot, not current); Saarbrücken HRB 104838; registered office Lebach (city agrees); address Lachstraße 19, 66822 Lebach."
alte-brennerei-backnang,Alte Brennerei,Germany,de-offeneregister,Stuttgart HRA 728476,Alte Brennerei Handels GmbH & Co. KG,self,offeneregister-bulk-name,low,,https://opencorporates.com/companies/de/B8534_HRA728476,"name jaccard 0.50; OffeneRegister status 'currently registered' as of 2018-06-29 (2017-2019 snapshot, not current); Stuttgart HRA 728476; registered office Backnang (city agrees); address Karl-Ferdinand-Braun-Str."
alte-brennerei-backnang,Alte Brennerei,Germany,de-offeneregister,Stuttgart HRB 744379,Alte Brennerei Verwaltungs-GmbH,self,offeneregister-bulk-name,low,,https://opencorporates.com/companies/de/B8534_HRB744379,"name jaccard 0.50; OffeneRegister status 'currently registered' as of 2017-06-18 (2017-2019 snapshot, not current); Stuttgart HRB 744379; registered office Backnang (city agrees); address Karl-Ferdinand-Braun-Straße 8, 71522 Backnang."
brennerei-schwab-gmbh,Brennerei Schwab GmbH,Switzerland,ch-zefix,CHE-444.146.013,Brennerei Schwab GmbH,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1300848,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Oberwil b. Büren (city agrees), Barweg 2a, 3298; Zweck mentions distilling/spirits"
cosacks-brennerei-gmbh-co-kg,Cosacks Brennerei GmbH & Co KG,Germany,de-offeneregister,Paderborn HRA 3932,Cosacks Brennerei GmbH & Co. KG,self,offeneregister-bulk-name,high,,https://opencorporates.com/companies/de/R2809_HRA3932,"name jaccard 1.00; OffeneRegister status 'currently registered' as of 2018-06-23 (2017-2019 snapshot, not current); Paderborn HRA 3932; registered office Lippstadt (city agrees); address n/a"
brennerei-hurst-gmbh,Brennerei Hürst Gmbh,Switzerland,ch-zefix,CHE-227.636.404,Brennerei Hürst GmbH,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1244464,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Schwarzenburg (city agrees), c/o Ramon Hürst
Wahlernstrasse 54, 3150; Zweck mentions distilling/spirits"
brennerei-grogg,Brennerei Grogg,Switzerland,ch-zefix,CHE-160.350.935,Brennerei Grogg GmbH,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1440182,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Selzach (city agrees), Längmattweg 4, 2545; Zweck mentions distilling/spirits"
weinbau-brennerei-hazeraj,Weinbau + Brennerei Hazeraj,Switzerland,ch-zefix,CHE-395.122.034,Brennerei und Weinbau Hazeraj GmbH,self,lindas-zefix-bulk-name,high,,https://www.zefix.admin.ch/de/search/entity/list/firm/1398856,"name jaccard 1.00; Zefix active entity (LINDAS core data, daily); legal form eCH-0097 0107; seat Ligerz (city agrees), Hauptstrasse 13, 2514; Zweck mentions distilling/spirits"
