slug,distillery_name,country,registry,company_number,company_name,relation,match_method,confidence,verified,source,note
copper-rose-distillery,Copper Rose Distillery,Canada,corporations-canada,14449398,COPPER ROSE DISTILLERS INC.,self,agco-licence-name+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from AGCO licence MFD1317454 (Active, premises 'Copper Rose Distillery', AMHERSTBURG), name jaccard 1.00; federal status Active; CBCA; registered office AMHERSTBURG, ON; BN 817311236; last annual filing 2025"
copper-spirit-distillery,Copper Spirit Distillery,Canada,bc-orgbook,BC1067201,COPPER SPIRIT DISTILLERY LTD.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1067201,name jaccard 1.00 via LCRB licence 308194 licensee; BC Registries BC1067201 status ACT type BC; registered 2016-03-04; BN 780507323; home BC
copper-spirit-distillery,Copper Spirit Distillery,Canada,bc-orgbook,FM0642641,COPPER SPIRIT DISTILLERY,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM0642641,"name jaccard 1.00 via LCRB licence 308194 licensee; BC Registries FM0642641 status ACT type GP (firm name, not a company); registered 2014-09-15; BN 837530799; home BC"
copperhead-distillery,Copperhead Distillery,Canada,on-obr,,Copperhead Distillery and Spirits Ltd.,self,agco-licence-name,low,,https://www.ontario.ca/page/ontario-business-registry,"no register number read; legal entity from AGCO licence MFD75504 (Manufacturer's Licence - Distillery, Active, premises 'COPPERHEAD DISTILLERY AND SPIRITS', SUNDRIDGE (city agrees)); name jaccard 1.00; OBR number not obtainable without a portal lookup (no bulk, no API)"
copperpenny-distilling-co,Copperpenny Distilling Co.,Canada,bc-orgbook,BC1217252,COPPERPENNY DISTILLING LIMITED,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1217252,name jaccard 1.00 via LCRB licence 310339 licensee; BC Registries BC1217252 status ACT type BC; registered 2019-07-23; BN 780290078; home BC
copperpenny-distilling-co,Copperpenny Distilling Co.,Canada,bc-orgbook,FM1080788,COPPERPENNY DISTILLING CO.,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM1080788,"name jaccard 1.00 via LCRB licence 310339 licensee; BC Registries FM1080788 status ACT type SP (firm name, not a company); registered 2025-07-07; BN 733692131; home BC"
crosscut-distillery,Crosscut Distillery,Canada,corporations-canada,9770399,CROSSCUT DISTILLERY LTD.,self,agco-licence-name+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from AGCO licence MFD1025287 (Active, premises 'Crosscut Distillery', SUDBURY), name jaccard 1.00; federal status Active; CBCA; registered office Subdury, ON; BN 767244122; last annual filing 2026"
crown-royal-distillery,Crown Royal Distillery,Canada,corporations-canada,10866512,Diageo Canada Inc.,operator,hand,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"federal CBCA, Active, Toronto ON. Crown Royal is distilled at Gimli MB; the map pin is at The Forks, Winnipeg (visitor site), not the distillery"
crown-royal-distillery,Crown Royal Distillery,Canada,corporations-canada,11172476,Royal Beverage Corporation,self,federal-bulk-name,low,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 0.50; status Dissolved - Dissolved for non-compliance; CBCA; registered office Winnipeg, MB (city agrees); BN 718791882; last annual filing 2021"
deep-blue-distilleries,Deep Blue Distilleries,Canada,bc-orgbook,BC1108034,DEEP BLUE DISTILLERIES LTD.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1108034,name jaccard 1.00 via LCRB licence 311621 licensee; BC Registries BC1108034 status ACT type BC; registered 2017-02-21; BN 727487720; home BC
deep-blue-distilleries,Deep Blue Distilleries,Canada,bc-orgbook,FM0434797,DEEP BLUE RESTAURANT,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM0434797,"name jaccard 1.00 via LCRB licence 311621 licensee; BC Registries FM0434797 status ACT type SP (firm name, not a company); registered 2006-10-04; BN n/a; home BC"
dillon-s-small-batch-distillers,Dillon's Small Batch Distillers,Canada,on-obr,,Mark Anthony Group Inc.,operator,agco-licence-name,low,,https://www.ontario.ca/page/ontario-business-registry,"no register number read; legal entity from AGCO licence MFD1195976 (Manufacturer's Licence - Distillery, Active, premises 'DILLON'S SMALL BATCH DISTILLERS', BEAMSVILLE (city agrees)); name jaccard 1.00; OBR number not obtainable without a portal lookup (no bulk, no API)"
dillon-s-small-batch-distillers,Dillon's Small Batch Distillers,Canada,corporations-canada,7780397,Pure Spirits Distilling Corporation,operator,agco-licence-name+federal-bulk,medium,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from AGCO licence RSAD65115-001 (Cancelled, premises 'Dillon's Small Batch Distillers-On-site', BEAMSVILLE), name jaccard 0.75; federal status Inactive - Inactive - Discontinued; CBCA; registered office Beamsville, ON; BN 825358807; last annual filing 2021"
diony-distillery,Diony Distillery,Canada,corporations-canada,11559796,Diony Distillery Inc.,self,federal-bulk-name,medium,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Red Deer County, AB (city agrees); BN 776930133; last annual filing 2026"
distillerie-3-lacs,Distillerie 3 Lacs,Canada,qc-req,1172568967,DISTILLERIE 3 LACS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI066 (Distillateur) in force, SALABERRY-DE-VALLEYFIELD (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-arsenal-economusee,Distillerie Arsenal - Économusée,Canada,qc-req,1177126738,DISTILLERIE ARSENAL,self,racj-permit-name,low,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 0.50; RACJ permit DI120 (Distillateur) in force, QUÉBEC (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-cap-aux-peches,Distillerie Cap-aux-Péchés,Canada,qc-req,1177750842,DISTILLERIE CAP-AUX-PÉCHÉS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI122 (Distillateur) in force, RIVIÈRE-À-CLAUDE (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-cap-chat,Distillerie Cap-Chat,Canada,qc-req,1175051532,DISTILLERIE CAP-CHAT,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI104 (Distillateur) in force, CAP-CHAT (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-cote-des-saints,Distillerie Côte des Saints,Canada,qc-req,1170420062,DISTILLERIE CÔTE DES SAINTS INC.,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI065 (Distillateur) in force, MIRABEL (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-de-montreal-rosemont,Distillerie de Montréal (Rosemont),Canada,corporations-canada,12397587,ROSEMONT VINS ET SPIRITUEUX INC.,self,federal-bulk-name,low,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 0.50; status Dissolved - Dissolved for non-compliance; CBCA; registered office Montréal, QC (city agrees); BN 707558474; last annual filing 2023"
distillerie-de-montreal-rosemont,Distillerie de Montréal (Rosemont),Canada,qc-req,1169067338,DISTILLERIE DE MONTRÉAL (DISTILLERIE WOLFELSBERGER),self,racj-permit-name,low,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 0.50; RACJ permit DI032 (Distillateur) in force, MONTRÉAL (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-de-quebec,Distillerie de Québec,Canada,qc-req,1171157788,DISTILLERIE DE QUÉBEC,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI047 (Distillateur) in force, QUÉBEC (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-des-appalaches,Distillerie des Appalaches,Canada,qc-req,1173749020,DISTILLERIE DES APPALACHES,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI069 (Distillateur) in force, LÉVIS (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-des-cantons-de-l-est,Distillerie des Cantons de l'Est,Canada,corporations-canada,13099059,DISTILLERIE DES CANTONS DE L'EST INC.,self,racj-permit-name+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from RACJ permit DI128 (POTTON), name jaccard 1.00; federal status Active; CBCA; registered office Montréal, QC; BN 794041806; last annual filing 2026"
distillerie-des-cantons-de-l-est,Distillerie des Cantons de l'Est,Canada,corporations-canada,1545914,TERRAVENTURE DES CANTONS DE L'EST INC.,self,federal-bulk-name,medium,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 0.67; status Dissolved - Dissolved by the corporation; CBCA; registered office MANSONVILLE, QC (city agrees); BN 105180947; last annual filing 2014"
distillerie-des-cantons-de-l-est,Distillerie des Cantons de l'Est,Canada,qc-req,1176793934,DISTILLERIE DES CANTONS DE L'EST,self,racj-permit-name,medium,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI128 (Distillateur) in force, POTTON; NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-des-marigots,Distillerie des Marigots,Canada,corporations-canada,11305727,DISTILLERIE DES MARIGOTS INC.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office caplan, QC (city agrees); BN 705544088; last annual filing 2026"
