slug,distillery_name,country,registry,company_number,company_name,relation,match_method,confidence,verified,source,note
distillerie-sainte-victoire,DISTILLERIE SAINTE VICTOIRE,France,fr-sirene,888347358,SAINTE VICTOIRE,self,sirene-name-search,low,,https://annuaire-entreprises.data.gouv.fr/entreprise/888347358,"property/construction company, not the operator; name jaccard 1.00 on 'SAINTE VICTOIRE'; UL active; NAF 68.20B; created 2020-08-13; SIRET 88834735800010 13710 FUVEAU (departement agrees) siege; dirigeants: HUGUETTE PEDAGGI-TRANQUILLINI (LUCCHESI) (Associé indéfiniment responsable); MURIEL TURC (PEDAGGI-TRANQUILLINI) (Gérant et associé indéfiniment responsable)"
distillerie-sainte-victoire,DISTILLERIE SAINTE VICTOIRE,France,fr-sirene,349276956,SAINTE VICTOIRE,self,sirene-name-search,low,,https://annuaire-entreprises.data.gouv.fr/entreprise/349276956,"name jaccard 1.00 on 'SAINTE VICTOIRE'; UL active; NAF 87.10A; created 1989-01-05; SIRET 34927695600027 13090 AIX EN PROVENCE (departement agrees) siege; dirigeants: PATRICK ARDIZZONI (Président de SAS); ELISABETH ARDIZZONI (CHORRO) (Directeur Général); JOLY PERONI AUDIT (Commissaire aux comptes titulaire, SIREN 917468662)"
distillerie-sentema,Distillerie Sentema,France,fr-sirene,931246474,SENTEMA,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/931246474,name jaccard 1.00 on 'SENTEMA'; UL active; NAF 11.01Z; created 2024-05-22; SIRET 93124647400015 83570 CORRENS (postcode/city agrees) siege; dirigeants: LOLITA ROCHE (Gérant)
distillerie-staehly-maurice-et-maryvonne,Distillerie STAEHLY - Maurice et Maryvonne,France,fr-sirene,401434808,MAURICE STAEHLY,self,sirene-name-search,low,,https://annuaire-entreprises.data.gouv.fr/entreprise/401434808,"property/construction company, not the operator; name jaccard 0.67 on 'MAURICE STAEHLY'; UL active; NAF 68.20B; created 1994-01-01; SIRET 40143480800010 68750 BERGHEIM (postcode/city agrees) siege; dirigeants: MAURICE STAEHLY (None)"
distillerie-sugaar,Distillerie Sugaar,France,fr-sirene,818753923,SUGAAR,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/818753923,name jaccard 1.00 on 'SUGAAR'; UL active; NAF 11.01Z; created 2016-03-15; SIRET 81875392300023 64520 GUICHE (postcode/city agrees) siege; dirigeants: LIONEL OSMIN-COUGEU (Gérant); MATTHIEU RIVERA (Gérant)
distillerie-terre-froide,Distillerie Terre Froide,France,fr-sirene,979621281,TERRE FROIDE,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/979621281,name jaccard 1.00 on 'TERRE FROIDE'; UL active; NAF 11.01Z; created 2023-09-01; SIRET 97962128100018 38970 QUET EN BEAUMONT (postcode/city agrees) siege; dirigeants: THOMAS GUILLARD (Gérant); YANN MORHAIN (Gérant)
distillerie-vinet-delpech,Distillerie Vinet - Delpech,France,fr-sirene,527250120,VINET-PURANIK DISTILLERIE,self,sirene-naf-1101z,medium,,https://annuaire-entreprises.data.gouv.fr/entreprise/527250120,name jaccard 0.50 on 'VINET-PURANIK DISTILLERIE'; UL active; NAF 11.01Z; created 1972-01-01; SIRET 52725012000021 17520 BRIE SOUS ARCHIAC (postcode/city agrees) siege; dirigeants: BRUNO DELANNOY (Directeur Général); JEAN-BAPTISTE DELANNOY (Président de SAS); OLIVIER FAUCHER (Commissaire aux comptes suppléant)
distillerie-volcanique-scories-eruption-liquoristerie,DISTILLERIE VOLCANIQUE (Scories-ERUPTION-Liquoristerie),France,fr-sirene,899796965,DISTILLERIE VOLCANIQUE,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/899796965,name jaccard 1.00 on 'DISTILLERIE VOLCANIQUE'; UL active; NAF 11.01Z; created 2021-05-26; SIRET 89979696500015 63570 BRASSAC LES MINES (postcode/city agrees) siege; dirigeants: QUENTIN SICARD (Président de SAS)
distillerie-vrignaud,Distillerie Vrignaud,France,fr-sirene,546650375,S.A. H. VRIGNAUD ET FILS,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/546650375,name jaccard 1.00 on 'DISTILLERIE VRIGNAUD'; UL active; NAF 11.01Z; created 1966-01-01; SIRET 54665037500035 85320 MAREUIL SUR LAY DISSAIS (postcode/city agrees) siege; dirigeants: JEREMIE MOURAT (Gérant); OPHELIA ROULLEAU (MOURAT) (Gérant); OPHELIA MOURAT (ROULLEAU) (Gérant)
distillerie-warenghem,Distillerie Warenghem,France,fr-sirene,436150049,DISTILLERIE WARENGHEM,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/436150049,name jaccard 1.00 on 'DISTILLERIE WARENGHEM'; UL active; NAF 11.01Z; created 1961-01-01; SIRET 43615004900027 22300 LANNION (postcode/city agrees) siege; dirigeants: GILLES LEIZOUR (LEIZOUR) (Président de SAS); DAVID ROUSSIER (ROUSSIER) (Directeur Général); DAVID ROUSSIER (Directeur Général)
distilleries-et-domaines-de-provence,Distilleries et Domaines de Provence,France,fr-sirene,353725732,DISTILLERIES ET DOMAINES DE PROVENCE,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/353725732,name jaccard 1.00 on 'DISTILLERIES ET DOMAINES DE PROVENCE'; UL active; NAF 11.01Z; created 1990-02-22; SIRET 35372573200013 04300 FORCALQUIER (postcode/city agrees) siege; dirigeants: ALAIN ROBERT (Administrateur); ANTOINE ROBERT (Président du conseil d’administration); JEAN ROBERT (Administrateur)
distillery-tessendier-and-son,Distillery Tessendier and Son,France,fr-sirene,905420295,DISTILLERIE TESSENDIER ET FILS,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/905420295,"name jaccard 0.50 on 'DISTILLERIE TESSENDIER ET FILS'; UL active; NAF 11.01Z; created 1954-01-01; SIRET 90542029500032 16100 COGNAC (postcode/city agrees) siege; dirigeants: JEROME TESSENDIER (Directeur Général); LILIAN TESSENDIER (Président de SAS); BEAS SAS (Commissaire aux comptes suppléant, SIREN 315172445)"
distiloire,Distiloire,France,fr-sirene,830476339,DISTILOIRE,self,sirene-naf-1101z,high,,https://annuaire-entreprises.data.gouv.fr/entreprise/830476339,name jaccard 1.00 on 'DISTILOIRE'; UL active; NAF 11.01Z; created 2017-07-01; SIRET 83047633900049 44240 SUCE SUR ERDRE (postcode/city agrees) siege; dirigeants: BENOIT CHAIGNEAU (Président de SAS)
