slug,name,address,state,source,bucket,score,method,address_overlap,permit_number,permit_owner,permit_dba
list-distillery-mr-tom-s-spirits,List Distillery - Mr. Tom's Spirits,"3680 Evans Ave, Fort Myers, FL 33901, USA",FL,google-places,unmatched,56.0,none,0.0,,,
islamorada-brewery-distillery-islamorada,Islamorada Brewery & Distillery (Islamorada),"82229 Overseas Hwy, Islamorada, FL 33036, USA",FL,google-places,unmatched,68.0,none,0.0,,,
crooked-palm-cabana-islamorada-brewery-distillery,Crooked Palm Cabana (Islamorada Brewery & Distillery),"90184 Overseas Hwy, Tavernier, FL 33070, USA",FL,google-places,unmatched,66.7,none,0.5,,,
good-liquid-distilling-company,Good Liquid Distilling Company,"1561 Lakefront Dr UNIT 102, Sarasota, FL 34240, USA",FL,google-places,unmatched,68.3,none,0.143,,,
islamorada-brewery-distillery-fort-pierce,Islamorada Brewery & Distillery (Fort Pierce),"3200 St Lucie Blvd, Fort Pierce, FL 34946, USA",FL,google-places,unmatched,64.4,none,0.125,,,
south-texas-distillery-home-of-wild-rag-vodka,South Texas Distillery Home of Wild Rag Vodka,"642 FM1540, Sandia, TX 78383, USA",TX,google-places,unmatched,48.9,none,0.2,,,
dripping-springs-distilling-small-batch-vodka-savor-it,Dripping Springs Distilling - Small Batch Vodka - Savor It,"5330 Bell Springs Rd, Dripping Springs, TX 78620, USA",TX,google-places,unmatched,66.7,none,0.571,,,
deep-eddy-vodka-distillery,Deep Eddy Vodka Distillery,"150 Precision Dr, Buda, TX 78610, USA",TX,google-places,unmatched,52.9,none,0.0,,,
new-artisan-distillery,New Artisan Distillery,"8202 Chancellor Row, Dallas, TX 75247, USA",TX,google-places,unmatched,54.5,none,0.0,,,
gasparilla-distillery-cocktail-bar,Gasparilla Distillery & Cocktail Bar,"2102 E 4th Ave, Tampa, FL 33605, USA",FL,google-places,unmatched,60.0,none,0.0,,,
timber-creek-distillery,Timber Creek Distillery,"6451 Lake Ella Rd, Crestview, FL 32539, USA",FL,google-places,unmatched,68.6,none,0.571,,,
moonshine-drinkery,Moonshine Drinkery,"103 W Santa Rosa St, Victoria, TX 77901, USA",TX,google-places,unmatched,68.3,none,0.0,,,
forward-slash-distillery-blending-house,Forward Slash Distillery & Blending House,"650 S Capen Ave, Winter Park, FL 32789, USA",FL,google-places,unmatched,63.4,none,0.5,,,
mockingbird-distillery-smokehouse,Mockingbird Distillery & Smokehouse,"2800 N Terminal Rd, Houston, TX 77032, USA",TX,google-places,unmatched,46.2,none,0.143,,,
toddy-blends-winery-distillery,Toddy Blends Winery & Distillery,"20120 Franz Rd, Katy, TX 77449, USA",TX,google-places,unmatched,58.8,none,0.5,,,
clear-creek-winery-distillery,Clear Creek Winery & Distillery,"709 Harris Ave, Kemah, TX 77565, USA",TX,google-places,unmatched,62.1,none,0.167,,,
ogle-brewery-arch-ray-winery-paul-bee-distillery-at-arch-ray-resort,"Ogle Brewery, Arch Ray Winery, & Paul Bee Distillery at Arch Ray Resort","4160 US-290, Fredericksburg, TX 78624, USA",TX,google-places,unmatched,43.1,none,0.0,,,
war-trail-spirits-llano-craft-distillery-llc,War Trail Spirits - Llano Craft Distillery LLC,"122 E Main St, Llano, TX 78643, USA",TX,google-places,unmatched,64.9,none,0.0,,,
bella-loma-tasting-room-and-distillery,Bella Loma - Tasting Room and Distillery,"12501 Co Rd 404, Spicewood, TX 78669, USA",TX,google-places,unmatched,51.2,none,0.0,,,
flanigan-s-texas-wine-spirits-distillery,Flanigan's Texas Wine & Spirits Distillery,"330 N Lampasas St, Bertram, TX 78605, USA",TX,google-places,unmatched,58.8,none,0.0,,,
jt-meleck-distillers,JT Meleck Distillers,"7172 Church Point Hwy, Branch, LA 70516, USA",LA,google-places,unmatched,66.7,none,0.0,,,
porchjam-distillery,Porchjam Distillery,"3918 Gravier St, New Orleans, LA 70119, USA",LA,google-places,unmatched,55.2,none,0.429,,,
doc-jaks-bbq-bakery-distillery,Doc Jaks BBQ Bakery Distillery,"Beth Dr, Slidell, LA 70458, USA",LA,google-places,unmatched,46.5,none,0.0,,,
kentucky-mist-distillery-orange-beach,Kentucky Mist Distillery Orange Beach,"4790 Main St Suite F109, Orange Beach, AL 36561, USA",AL,google-places,unmatched,49.0,none,0.0,,,
citrus-distillers,Citrus Distillers,"2222 Harper St, Jacksonville, FL 32204, USA",FL,google-places,unmatched,68.3,none,0.0,,,
gibson-distillery,Gibson Distillery,"115 W Church St, Headland, AL 36345, USA",AL,google-places,unmatched,54.5,none,0.0,,,
fruitcraft-winery-distillery-event-venue,"FruitCraft - Winery, Distillery & Event Venue","1477 University Ave, San Diego, CA 92103, USA",CA,google-places,unmatched,62.5,none,0.429,,,
tombstone-distillery,Tombstone Distillery,"325 E Allen St, Tombstone, AZ 85638, USA",AZ,google-places,unmatched,50.0,none,0.0,,,
little-toad-creek-brewery-distillery-las-cruces,Little Toad Creek Brewery & Distillery Las Cruces,"119 N Main St, Las Cruces, NM 88001, USA",NM,google-places,unmatched,64.2,none,0.0,,,
13th-colony-distillery,13th Colony Distillery,"305 N Dudley St, Americus, GA 31709, USA",GA,google-places,unmatched,47.6,none,0.0,,,
webb-s-distillery-brewery,Webb's | Distillery & Brewery,"7 Journey, Aliso Viejo, CA 92656, USA",CA,google-places,unmatched,64.5,none,0.333,,,
drift-distillery-smokehouse,Drift Distillery & Smokehouse,"115 S El Camino Real, San Clemente, CA 92672, USA",CA,google-places,unmatched,53.8,none,0.0,,,
ostrich-egg-distillery,Ostrich Egg Distillery,"129 W Commonwealth Ave, Fullerton, CA 92832, USA",CA,google-places,unmatched,50.0,none,0.143,,,
the-audio-distillery,The Audio Distillery,"936 N Batavia St, Orange, CA 92867, USA",CA,google-places,unmatched,63.2,none,0.143,,,
sonora-moonshine-company,Sonora Moonshine Company,"124 E Broadway Blvd, Tucson, AZ 85701, USA",AZ,google-places,unmatched,52.2,none,0.0,,,
tumbleweed-lounge-at-tularosa-distillery,Tumbleweed Lounge at Tularosa Distillery,"55 S Bookout Rd, Tularosa, NM 88352, USA",NM,google-places,unmatched,48.1,none,0.0,,,
the-perfect-gift-with-algodones-distillery,The Perfect Gift with Algodones Distillery,"2501 Sudderth Dr Suite G, Ruidoso, NM 88345, USA",NM,google-places,unmatched,45.0,none,0.0,,,
barrel-head-distillery,Barrel Head Distillery,"5317 Lomas Dr, Carlsbad, NM 88220, USA",NM,google-places,unmatched,51.6,none,0.0,,,
bomb-city-distillery,Bomb City Distillery,"306 S Cleveland St, Amarillo, TX 79102, USA",TX,google-places,unmatched,60.0,none,0.571,,,
creative-distillery,Creative Distillery,"Ecoshed, 133 Commerce Park Dr #15, Jackson, MS 39213, USA",MS,google-places,unmatched,53.3,none,0.0,,,
sweet-home-distilling,Sweet Home Distilling,"1493 County Road 1111, Clanton, AL 35045, USA",AL,google-places,unmatched,66.7,none,0.0,,,
rivers-distillery,River’s Distillery,"540 W 3rd St, Jackson, GA 30233, USA",GA,google-places,unmatched,66.7,none,0.143,,,
shinetown-moonshine,ShineTown Moonshine,"857 James L Taylor Rd, Ridgeland, SC 29936, USA",SC,google-places,unmatched,53.3,none,0.125,,,
nippitaty-distillery,Nippitaty Distillery,"1734 Signal Point Rd, Charleston, SC 29412, USA",SC,google-places,unmatched,47.1,none,0.0,,,
bns-brewing-and-distillery,BNS Brewing and Distillery.,"10960 Wheatlands Ave, Santee, CA 92071, USA",CA,google-places,unmatched,66.7,none,0.167,,,
one-handsome-bastard-distillery,One Handsome Bastard Distillery,"7042 E Indian School Rd Suite 100, Scottsdale, AZ 85251, USA",AZ,google-places,unmatched,51.6,none,0.0,,,
ohso-brewery-distillery,OHSO Brewery + Distillery,"15681 Hayden Rd # 112, Scottsdale, AZ 85260, USA",AZ,google-places,unmatched,53.8,none,0.571,,,
wild-hare-distillery-reservations-rqrd,"Wild Hare Distillery, (Reservations Rqrd)","Kyrene Commerce Center, 5869 S Kyrene Rd #18, Tempe, AZ 85283, USA",AZ,google-places,unmatched,50.0,none,0.5,,,
santan-gardens-brewery-distillery-tours,SanTan Gardens - Brewery & Distillery Tours,"495 E Warner Rd Suite 101, Chandler, AZ 85225, USA",AZ,google-places,unmatched,49.0,none,0.125,,,
santa-fe-spirits-distillery,Santa Fe Spirits Distillery,"7505 Mallard Way STE I, Santa Fe, NM 87507, USA",NM,google-places,unmatched,66.7,none,0.5,,,
andersons-eatery-and-distillery,Andersons Eatery and Distillery,"410 N Bell Ave, Denton, TX 76209, USA",TX,google-places,unmatched,62.1,none,0.571,,,
herman-marshall-distillery,Herman Marshall Distillery,"703 N State Hwy 78, Wylie, TX 75098, USA",TX,google-places,unmatched,61.5,none,0.125,,,
entrance-kiepersol-winery-distillery-restaurant-and-vineyard,"Entrance - Kiepersol Winery, Distillery, Restaurant, and Vineyard","4120 Farm to Market 344 E, Tyler, TX 75703, USA",TX,google-places,unmatched,61.1,none,0.0,,,
donut-distillery,Donut Distillery,"1107 E Jackson Ave, Oxford, MS 38655, USA",MS,google-places,unmatched,40.0,none,0.0,,,
ozan-winery-yh-distillery,Ozan Winery & YH Distillery,"173 Co Rd 301, Calera, AL 35040, USA",AL,google-places,unmatched,44.4,none,0.286,,,
wild-leap-lagrange-brewery-distillery,Wild Leap LaGrange | Brewery | Distillery,"308 Main St, LaGrange, GA 30240, USA",GA,google-places,unmatched,61.2,none,0.167,,,
alabama-distillery-co,Alabama Distillery Co.,"123 Lindsey Rd, Cullman, AL 35055, USA",AL,google-places,unmatched,50.0,none,0.0,,,
distillery-of-modern-art-in-chamblee-georgia-atlanta,"Distillery of Modern Art in Chamblee, Georgia Atlanta","2197 Irvindale Way, Chamblee, GA 30341, USA",GA,google-places,unmatched,48.4,none,0.0,,,
asw-distillery-at-the-battery-atlanta-home-of-fiddler-bourbon-hunker-vodka-more,"ASW Distillery at The Battery Atlanta, home of Fiddler Bourbon, Hunker Vodka & more","900 Battery Ave SE Suite 1035, Atlanta, GA 30339, USA",GA,google-places,unmatched,40.4,none,0.0,,,
legends-distillery,Legends Distillery,"210 Industrial Park Dr Suite A, Cumming, GA 30040, USA",GA,google-places,unmatched,47.1,none,0.0,,,
cutler-s-distillery-public-house,Cutler's Distillery & Public House,"418 N Salsipuedes St, Santa Barbara, CA 93103, USA",CA,google-places,unmatched,54.2,none,0.0,,,
r6-distillery,R6 DISTILLERY,"909 E El Segundo Blvd, El Segundo, CA 90245, USA",CA,google-places,unmatched,40.0,none,0.143,,,
distillery-united-states,Distillery,"301 Arizona Ave #250, Santa Monica, CA 90401, USA",CA,google-places,unmatched,0,none,0,,,
american-reserve-distillers,American Reserve Distillers,"9721 Artesia Blvd, Bellflower, CA 90706, USA",CA,google-places,unmatched,63.8,none,0.0,,,
the-skin-distillery,The Skin Distillery,"4122 W Innovative Dr Ste 101, Anthem, AZ 85086, USA",AZ,google-places,unmatched,53.3,none,0.0,,,
weber-ranch-distillery,Weber Ranch Distillery,"1902 Weber Ranch Rd, Muenster, TX 76252, USA",TX,google-places,unmatched,59.3,none,0.286,,,
fernoz-distillery,Fernoz Distillery,"900 S Preston Rd Ste 50, Prosper, TX 75078, USA",TX,google-places,unmatched,50.0,none,0.0,,,
r-m-rose-and-company-distillers,R.M. Rose And Company Distillers,"1896 Dicks Hill Pkwy, Mt Airy, GA 30563, USA",GA,google-places,unmatched,65.4,none,0.0,,,
end-of-days-distillery,End of Days Distillery,"1815 Castle St, Wilmington, NC 28403, USA",NC,google-places,unmatched,53.3,none,0.0,,,
cape-fear-distillery-bald-head-island-nc,"Cape Fear Distillery - Bald Head Island, NC","2 Maritime Way Unit 1, Bald Head Island, NC 28461, USA",NC,google-places,unmatched,62.7,none,0.0,,,
tin-city-distillery,Tin City Distillery,"3064 Limestone Way, Paso Robles, CA 93446, USA",CA,google-places,unmatched,52.6,none,0.0,,,
re-find-distillery-villicana-winery,RE:FIND Distillery & Villicana Winery,"2725 Adelaida Rd, Paso Robles, CA 93446, USA",CA,google-places,unmatched,58.3,none,0.429,,,
willow-creek-distillery,Willow Creek Distillery,"7110 Vineyard Dr, Paso Robles, CA 93446, USA",CA,google-places,unmatched,66.7,none,0.143,,,
barley-and-boar-restaurant-brewhouse-distillery,Barley and Boar - Restaurant • Brewhouse • Distillery,"5925 Entrada Ave, Atascadero, CA 93422, USA",CA,google-places,unmatched,60.3,none,0.5,,,
azeo-distillery,Azeo Distillery,"3230 Riverside Ave # 190, Paso Robles, CA 93446, USA",CA,google-places,unmatched,57.1,none,0.0,,,
vara-winery-and-distillery,Vara Winery and Distillery,"6770 4th St NW, Los Ranchos De Albuquerque, NM 87107, USA",NM,google-places,unmatched,66.7,none,0.0,,,
tumbleroot-brewery-and-distillery-alegria-on-agua-fria,Tumbleroot Brewery and Distillery - Alegría on Agua Fria,"2791 Agua Fria St, Santa Fe, NM 87507, USA",NM,google-places,unmatched,67.7,none,0.0,,,
copper-moonshine-stills,Copper Moonshine Stills,"2808 Coral Cir, Alma, AR 72921, USA",AR,google-places,unmatched,52.6,none,0.0,,,
chattanooga-whiskey-riverfront-distillery,Chattanooga Whiskey Riverfront Distillery,"765 W M.L.K. Blvd, Chattanooga, TN 37402, USA",TN,google-places,unmatched,57.1,none,0.0,,,
vicario-micro-distillery-and-farm,VICARIO Micro-Distillery and Farm,"840 State Rd S-42-653, Greer, SC 29651, USA",SC,google-places,unmatched,44.9,none,0.0,,,
great-wagon-road-distillery-waxhaw,Great Wagon Road Distillery Waxhaw,"122 W North Main St, Waxhaw, NC 28173, USA",NC,google-places,unmatched,64.0,none,0.0,,,
the-underground-speakeasy-and-distillery,The Underground Speakeasy and Distillery,"300 Stewart Ave, Las Vegas, NV 89101, USA",NV,google-places,unmatched,41.9,none,0.0,,,
tall-pines-moonshine-distillery-missouri,Tall Pines Moonshine Distillery - Missouri,"3316 Goodin Hollow Rd, Noel, MO 64854, USA",MO,google-places,unmatched,61.9,none,0.571,,,
full-throttle-distillery-grill-smokehouse,Full Throttle Distillery Grill & SmokeHouse,"116 E Main St, Branson, MO 65616, USA",MO,google-places,unmatched,60.5,none,0.286,,,
smith-creek-moonshine-tanger-outlets,Smith Creek Moonshine Tanger Outlets,"300 Tanger Blvd #232, Branson, MO 65616, USA",MO,google-places,unmatched,49.1,none,0.0,,,
ty-iechyd-da-distillery,Ty Iechyd Da Distillery,"507 W Walnut St, Springfield, MO 65806, USA",MO,google-places,unmatched,45.5,none,0.143,,,
nashville-barrel-company-distillery-and-whiskey-bar,Nashville Barrel Company Distillery and Whiskey Bar,"809 Heathcote Ave, Nashville, TN 37210, USA",TN,google-places,unmatched,66.7,none,0.5,,,
smith-creek-moonshine-nashville,Smith Creek Moonshine Nashville,"433 Opry Mills Dr, Nashville, TN 37214, USA",TN,google-places,unmatched,52.4,none,0.0,,,
tennessee-legend-distillery-winfield-dunn-parkway,Tennessee Legend Distillery - Winfield Dunn Parkway,"870 Winfield Dunn Pkwy, Sevierville, TN 37876, USA",TN,google-places,unmatched,59.3,none,0.571,,,
brinson-spirits-distillery-winery-and-restaurant,"Brinson Spirits Distillery, Winery, and Restaurant","210 E Cherokee St, Blacksburg, SC 29702, USA",SC,google-places,unmatched,50.0,none,0.0,,,
the-distillery-united-states,The Distillery,"101 Rand Mill Rd, Garner, NC 27529, USA",NC,google-places,unmatched,60.0,none,0.143,,,
verdigris-restaurant-and-oxford-oaks-distillery,Verdigris Restaurant and Oxford Oaks Distillery,"127 College St, Oxford, NC 27565, USA",NC,google-places,unmatched,51.7,none,0.167,,,
raven-ranch-distilling-co-kaweah-brewing-co,Raven Ranch Distilling Co. & Kaweah Brewing Co.,"20111 Ave 306, Exeter, CA 93221, USA",CA,google-places,unmatched,61.0,none,0.0,,,
taos-distillery,Taos Distillery,"519 La Lomita Rd, Taos, NM 87571, USA",NM,google-places,unmatched,66.7,none,0.143,,,
the-lounge-at-taos-ski-valley-by-rolling-still-distillery,The Lounge at Taos Ski Valley by Rolling Still Distillery,"200 Thunderbird Rd Unit 103B, Taos Ski Valley, NM 87525, USA",NM,google-places,unmatched,44.1,none,0.0,,,
holman-distillery-open-by-appointment,Holman Distillery- OPEN by Appointment,"385 Hose Rd, Moravian Falls, NC 28654, USA",NC,google-places,unmatched,48.6,none,0.0,,,
foothills-distillery-llc-seventeen-twelve-spirits,Foothills Distillery LLC / Seventeen Twelve Spirits,"300 Thornburg Dr SE A, Conover, NC 28613, USA",NC,google-places,unmatched,51.4,none,0.625,,,
the-pharmacy-craft-cocktails-and-distilling,The Pharmacy Craft Cocktails and Distilling,"212 S Fayetteville St, Asheboro, NC 27203, USA",NC,google-places,unmatched,67.6,none,0.143,,,
copper-fox-distillery-williamsburg,Copper Fox Distillery Williamsburg,"901 Capitol Landing Rd, Williamsburg, VA 23185, USA",VA,google-places,unmatched,68.6,none,0.0,,,
chef-life-brewery-distillery,Chef Life Brewery & Distillery,"711 Thimble Shoals Blvd, Newport News, VA 23606, USA",VA,google-places,unmatched,64.7,none,0.0,,,
reverend-spirits-r-d-wilhelm-distillery,Reverend Spirits R.D. Wilhelm Distillery,"1120 W Olney Rd, Norfolk, VA 23507, USA",VA,google-places,unmatched,66.7,none,0.571,,,
moss-beach-distillery,Moss Beach Distillery,"140 Beach Way, Moss Beach, CA 94038, USA",CA,google-places,unmatched,58.3,none,0.0,,,
distillery-244-old-town,Distillery 244 Old Town,"244 N Mosley St, Wichita, KS 67202, USA",KS,google-places,unmatched,46.2,none,0.143,,,
tj-s-brew-distillery,TJ's Brew Distillery,"17064 Ness Rd, Parsons, KS 67357, USA",KS,google-places,unmatched,50.0,none,0.0,,,
blacksmith-distillery,Blacksmith Distillery,"11517 Branch Rd, Lohman, MO 65053, USA",MO,google-places,unmatched,66.7,none,0.0,,,
log-still-distillery,Log Still Distillery,"225 Dee Head Rd, New Haven, KY 40051, USA",KY,google-places,unmatched,62.1,none,0.5,,,
creek-bottom-brewing-distillery-restaurant,"Creek Bottom Brewing, Distillery & Restaurant","307 N Meadow St, Galax, VA 24333, USA",VA,google-places,unmatched,68.6,none,0.571,,,
herman-buttner-distillery,Herman Buttner Distillery,"2147 Bethabara Rd, Winston-Salem, NC 27106, USA",NC,google-places,unmatched,50.0,none,0.0,,,
belle-isle-moonshine,Belle Isle Moonshine,"615 Maury St, Richmond, VA 23224, USA",VA,google-places,unmatched,58.5,none,0.0,,,
trial-error-distillery,Trial & Error Distillery,"1606 W Main St, Richmond, VA 23220, USA",VA,google-places,unmatched,48.0,none,0.0,,,
prohibition-spirits-distillery,Prohibition Spirits Distillery,"452 1st St E STE E, Sonoma, CA 95476, USA",CA,google-places,unmatched,52.6,none,0.0,,,
georgetown-distillery-restaurant,Georgetown Distillery & Restaurant,"6101 CA-193, Georgetown, CA 95634, USA",CA,google-places,unmatched,68.6,none,0.0,,,
shelter-distilling-montrose-regional-airport,Shelter Distilling - Montrose Regional Airport,"2100 Airport Rd, Montrose, CO 81401, USA",CO,google-places,unmatched,58.1,none,0.0,,,
bottom-of-the-barrel-winery-and-tc-distillery,Bottom of the Barrel Winery and TC Distillery,"606 Main St, Tell City, IN 47586, USA",IN,google-places,unmatched,47.4,none,0.0,,,
purple-toad-winery-and-distillery-bowling-green,Purple Toad Winery and Distillery Bowling Green,"6245 Cemetery Rd, Bowling Green, KY 42103, USA",KY,google-places,unmatched,55.0,none,0.0,,,
mb-roland-distillery-cave-du-bourbon,MB Roland Distillery-Cave Du Bourbon,"109 Broadway St, Cave City, KY 42127, USA",KY,google-places,unmatched,55.0,none,0.143,,,
route-52-distillery-kentucky-mountain-moonshine,Route 52 Distillery - Kentucky Mountain Moonshine,"465 Cow Creek Rd, Ravenna, KY 40472, USA",KY,google-places,unmatched,66.7,none,0.286,,,
heaven-s-door-distillery,Heaven's Door Distillery,"12606 Castle Hwy, Pleasureville, KY 40057, USA",KY,google-places,unmatched,58.3,none,0.0,,,
appalachian-distillery,Appalachian Distillery,"3875 Cedar Lakes Dr, Ripley, WV 25271, USA",WV,google-places,unmatched,41.7,none,0.0,,,
hatfield-family-distillery,Hatfield Family Distillery,"224 Haines Branch Rd, Charleston, WV 25320, USA",WV,google-places,unmatched,57.9,none,0.0,,,
bold-rock-distillery-at-the-barrel-barn,Bold Rock Distillery at The Barrel Barn,"1020 Rockfish Valley Hwy Suite A, Nellysford, VA 22958, USA",VA,google-places,unmatched,47.6,none,0.0,,,
three-notch-d-brewery-distillery-craft-kitchen-nelson-county,"Three Notch'd Brewery, Distillery & Craft Kitchen - Nelson County","2461 Rockfish Valley Hwy, Nellysford, VA 22958, USA",VA,google-places,unmatched,49.4,none,0.0,,,
the-winery-at-rapidan-war-craft-brewery-cidery-distillery,The Winery At Rapidan / WAR Craft Brewery Cidery Distillery,"7851 White Oak Rd, Rapidan, VA 22733, USA",VA,google-places,unmatched,60.7,none,0.429,,,
breckenridge-distillery-restaurant,Breckenridge Distillery Restaurant,"1925 Airport Rd, Breckenridge, CO 80424, USA",CO,google-places,unmatched,68.6,none,0.5,,,
breckenridge-distillery-tasting-room-on-main-st,Breckenridge Distillery: Tasting Room on Main St.,"137 S Main St suite a, Breckenridge, CO 80424, USA",CO,google-places,unmatched,50.0,none,0.0,,,
moxycello-distillery-tasting-sales-room-cocktails,moxYcello - Distillery Tasting/Sales Room & Cocktails,"9719 W Coal Mine Ave e, Littleton, CO 80123, USA",CO,google-places,unmatched,50.8,none,0.0,,,
ballmer-peak-distillery-green-mountain,Ballmer Peak Distillery - Green Mountain,"12347 W Alameda Pkwy, Lakewood, CO 80228, USA",CO,google-places,unmatched,61.5,none,0.571,,,
stranahan-s-whiskey-distillery-cocktail-bar,Stranahan's Whiskey Distillery & Cocktail Bar,"200 S Kalamath St, Denver, CO 80223, USA",CO,google-places,unmatched,60.0,none,0.0,,,
tighe-brothers-distillery,Tighe Brothers Distillery,"4200 Milwaukee St, Denver, CO 80216, USA",CO,google-places,unmatched,60.9,none,0.0,,,
baldwin-city-distillery,Baldwin City Distillery,"1747 N 200 Rd, Baldwin City, KS 66006, USA",KS,google-places,unmatched,46.7,none,0.25,,,
holladay-distillery,Holladay Distillery,"1 Mc Cormick Ln, Weston, MO 64098, USA",MO,google-places,unmatched,47.1,none,0.0,,,
of-the-earth-farm-distillery,Of The Earth Farm Distillery,"17190 MO-13, Richmond, MO 64085, USA",MO,google-places,unmatched,53.7,none,0.0,,,
cardinal-sin-distillery,Cardinal Sin Distillery,"825 S Main St, St Charles, MO 63301, USA",MO,google-places,unmatched,56.2,none,0.0,,,
naked-tiki-distillery,Naked Tiki Distillery,"1116 N 2nd St, St Charles, MO 63301, USA",MO,google-places,unmatched,66.7,none,0.286,,,
old-herald-brewery-distillery,Old Herald Brewery & Distillery,"115 E Clay St, Collinsville, IL 62234, USA",IL,google-places,unmatched,62.9,none,0.0,,,
rd1-spirits-distillery,RD1 Spirits Distillery,"113 Turner Cmns Wy Suite 110, Lexington, KY 40508, USA",KY,google-places,unmatched,57.1,none,0.25,,,
lf-heritage-distilling-co-on-limestone-farm,LF Heritage Distilling Co. On Limestone Farm,"197 Soards Rd, Georgetown, KY 40324, USA",KY,google-places,unmatched,63.8,none,0.0,,,
yardley-distillery-tex-mex-restaurant,Yardley Distillery Tex-Mex Restaurant,"897 W Trenton Ave, Morrisville, PA 19067, USA",PA,google-places,unmatched,63.6,none,0.0,,,
codys-roadhouse-distillery,Cody’s Roadhouse Distillery,"5605 Bensalem Blvd, Bensalem, PA 19020, USA",PA,google-places,unmatched,60.0,none,0.0,,,
mendocino-spirits-tamar-distillery,Mendocino Spirits/Tamar Distillery,"1110 Bel Arbres Rd #D, Redwood Valley, CA 95470, USA",CA,google-places,unmatched,50.0,none,0.444,,,
jaxon-keys-winery-distillery,Jaxon Keys Winery & Distillery,"10400 US-101, Hopland, CA 95449, USA",CA,google-places,unmatched,53.8,none,0.4,,,
clear-water-distilling-co,Clear Water Distilling Co.,"564 W 700 S Suite 401, Pleasant Grove, UT 84062, USA",UT,google-places,unmatched,69.6,none,0.556,,,
lazy-rw-distillery,Lazy RW Distillery,"511 S Ash St, Moorefield, NE 69039, USA",NE,google-places,unmatched,53.8,none,0.571,,,
sideshow-spirits-distillery-and-showroom,"Sideshow Spirits Distillery, and Showroom","1630 P St, Lincoln, NE 68508, USA",NE,google-places,unmatched,55.2,none,0.5,,,
twilight-distillery,Twilight Distillery,"2685 E Co Hwy 6, Stewardson, IL 62463, USA",IL,google-places,unmatched,57.1,none,0.375,,,
travelers-point-distillery,Travelers Point Distillery,"400 E Madison St, Kirklin, IN 46050, USA",IN,google-places,unmatched,56.0,none,0.0,,,
uncle-boojie-s-distilling-company,Uncle Boojie's Distilling Company,"700 Vine St, Louisville, KY 40204, USA",KY,google-places,unmatched,68.4,none,0.0,,,
brain-brew-distillery,Brain Brew Distillery,"3849 Edwards Rd, Newtown, OH 45244, USA",OH,google-places,unmatched,60.6,none,0.5,,,
northern-row-brewery-distillery-taproom,"Northern Row Brewery, Distillery & Taproom","111 W McMicken Ave, Cincinnati, OH 45202, USA",OH,google-places,unmatched,54.9,none,0.0,,,
robert-james-distillery-formerly-shumrick-leys,Robert James Distillery (formerly Shumrick & Leys),"2810 Highland Ave, Cincinnati, OH 45212, USA",OH,google-places,unmatched,51.1,none,0.0,,,
the-distillery-1812,The Distillery 1812,"1812 Bourbon St, Ashville, OH 43103, USA",OH,google-places,unmatched,42.1,none,0.167,,,
high-bank-distillery-co-gahanna,High Bank Distillery Co. Gahanna,"1379 E Johnstown Rd, Gahanna, OH 43230, USA",OH,google-places,unmatched,62.1,none,0.0,,,
mill-street-grains-gatherings-event-venue-and-distillery,Mill Street Grains & Gatherings Event Venue and Distillery,"20 Mill St, Utica, OH 43080, USA",OH,google-places,unmatched,48.6,none,0.0,,,
high-bank-distillery-co-westerville,High Bank Distillery Co. Westerville,"28 S State St, Westerville, OH 43081, USA",OH,google-places,unmatched,54.5,none,0.0,,,
pathfinder-farm-distillery-tasting-room-and-cocktail-bar,Pathfinder Farm Distillery Tasting Room and Cocktail Bar,"14 S Main St, Boonsboro, MD 21713, USA",MD,google-places,unmatched,50.0,none,0.0,,,
golden-beaver-distillery-park-ave-still-house,Golden Beaver Distillery - Park Ave Still House,"2420 Park Ave, Chico, CA 95928, USA",CA,google-places,unmatched,55.3,none,0.0,,,
noco-distillery-speakeasy,NOCO Distillery & Speakeasy,"328 Link Ln Ct #11, Fort Collins, CO 80524, USA",CO,google-places,unmatched,54.5,none,0.0,,,
ironton-distillery-pop-up-bar,Ironton Distillery (Pop-Up Bar),"1303 Empire Rd, Louisville, CO 80027, USA",CO,google-places,unmatched,50.0,none,0.5,,,
the-distillery-complex,The Distillery Complex,"59 S 2nd St, Pittsburgh, PA 15219, USA",PA,google-places,unmatched,54.5,none,0.143,,,
country-hammer-moonshine,Country Hammer Moonshine,"5846 Library Rd, Bethel Park, PA 15102, USA",PA,google-places,unmatched,63.2,none,0.143,,,
family-traditions-distillery-the-shine-shack,Family Traditions Distillery - The Shine Shack,"476 Hugart St, Confluence, PA 15424, USA",PA,google-places,unmatched,53.6,none,0.167,,,
rusty-musket-distilling-co,Rusty Musket Distilling Co.,"267 4 Seasons Rd, Boswell, PA 15531, USA",PA,google-places,unmatched,69.1,none,0.143,,,
chicken-hill-distillery-at-gettysburg,Chicken Hill Distillery at Gettysburg,"1863 Gettysburg Village Dr Suite 520, Gettysburg, PA 17325, USA",PA,google-places,unmatched,66.7,none,0.0,,,
design-distillery,Design Distillery,"1414 Key Hwy, Baltimore, MD 21230, USA",MD,google-places,unmatched,50.0,none,0.0,,,
jimmy-juice-distillery,Jimmy Juice - Distillery,"58 S Duke St, Millersville, PA 17551, USA",PA,google-places,unmatched,47.1,none,0.286,,,
