permit_number,business_name,dba_name,street,city,state,zip,permit_type,status,issue_date
CA-S-15121,"PINE RIDGE WINERY, LLC",SEGHESIO FAMILY VINEYARDS,700 GROVE ST,HEALDSBURG,CA,95448,S,ACTIVE,
CA-S-15122,LLOYD SPIRITS LLC,LLOYD SPIRITS,425 ALTA ST #15,GONZALES,CA,93926,S,ACTIVE,
CA-S-15126,LOST SPIRITS DISTILLERY LLC,LOST SPIRITS,1235 E 6TH ST,LOS ANGELES,CA,90021,S,ACTIVE,
CA-S-15128,"Q4X, INC.",CYPHER WINERY,7300 N RIVER RD,PASO ROBLES,CA,93446,S,ACTIVE,
CA-S-15129,STEPHEN P. AUTRY,AUTRY CELLARS,5450 EDNA RD UNIT B,SAN LUIS OBISPO,CA,93401,S,ACTIVE,
CA-S-15134,ARLA JEAN RAMSEY,SPIRITS WATER DISTILERY,725 RANCHERIA RD,BLUE LAKE,CA,95525,S,ACTIVE,
CA-S-15135,"HALL WINES, LLC",,401 ST. HELENA HWY,SAINT HELENA,CA,94574,S,ACTIVE,
CA-S-15136,"OPOLO WINES, LP, OPOLO MANAGEMENT LLC, GP",OPOLO WINES,7110 VINEYARD DR,PASO ROBLES,CA,93446,S,ACTIVE,
CA-S-15137,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO",,1400 HIGHWAY 175,HOPLAND,CA,95449,S,ACTIVE,
CA-S-15139,"VA FILTRATION USA, LLC",,125 GATEWAY RD E STE D,NAPA,CA,94558,S,ACTIVE,
CA-S-15142,"KLEIN FOODS, INC.",,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,S,ACTIVE,
CA-S-15148,E. & J. GALLO WINERY,ASTI WINERY,26150 ASTI RD,ASTI,CA,95425,S,ACTIVE,
CA-S-15151,"TREFETHEN FAMILY WINERY, LLC",TREFETHEN VINEYARDS,1160 OAK KNOLL AVE,NAPA,CA,94558,S,ACTIVE,
CA-S-164,VIE-DEL COMPANY,,13363 S INDIANOLA AVE,KINGSBURG,CA,93631,S,ACTIVE,
CA-S-182,LEVECKE CORPORATION,,10810 INLAND AVE,MIRA LOMA,CA,91752,S,ACTIVE,
CA-S-20004,"ASCENDANT SPIRITS, INC.",,37 INDUSTRIAL WAY,BUELLTON,CA,94327,S,ACTIVE,
CA-S-20006,"STONECUSHION, INC.",ST. ANNE'S CROSSING,8450 SONOMA HWY,KENWOOD,CA,95452,S,ACTIVE,
CA-S-20008,"SADDLESPRINGS BEVERAGE COMPANY, INC.",,20700 BELSHAW AVE,CARSON,CA,90746,S,ACTIVE,
CA-S-20013,TWISTED MANZANITA SPIRITS COMPANY,,10149 PROSPECT AVE BLDG,SANTEE,CA,92071,S,ACTIVE,
CA-S-20021,Y.SA INC.,Loft & Bear Distillery,6414 S MCKINLEY AVE,LOS ANGELES,CA,90001,S,ACTIVE,
CA-S-20023,"HANSON SPIRITS, LLC","Hanson Spirits, LLC",22020 CARNEROS VINEYARD WAY STE 4,SONOMA,CA,95476,S,ACTIVE,
CA-S-20025,MOSSWOOD DISTILLERS INC.,,2619 7TH ST STE A,BERKELEY,CA,94710,S,ACTIVE,
CA-S-20026,"ROCKY'S RIDGE VINEYARD,LLC",,22522 STATE HWY 299,BLUE LAKE,CA,95525,S,ACTIVE,
CA-S-20029,SDCA DISTILLING LLC,,8706 PRODUCTION AVE,SAN DIEGO,CA,92121,S,ACTIVE,
CA-S-20030,FIRELIT SPIRITS LLC,Firelit Spirits,453 W GATEWAY RD,NAPA,CA,94558,S,ACTIVE,
CA-S-20034,BIRDVIEW ESTATE & DISTILLERY LLC,Birdview Estate & Distillery,167 AVIADOR ST UNIT D,CAMARILLO,CA,93010,S,ACTIVE,
CA-S-20035,DAVID S. HARBOUR,Harbour Farm and Vineyard,3326 HIGHWAY 67,RAMONA,CA,92065,S,ACTIVE,
CA-S-20037,FREDERICK J NUNES,St. Rose Winery,5775 OLD REDWOOD HWY,SANTA ROSA,CA,95403,S,ACTIVE,
CA-S-20044,EDWIN ARNOLD,California Distilled Spirits,12205 LOCKSLEY LN UNIT 11,AUBURN,CA,95602,S,ACTIVE,
CA-S-20045,"STARK SPIRITS, LLC",Stark Spirits,1260 LINCOLN AVE STE 1100,PASADENA,CA,91103,S,ACTIVE,
CA-S-20047,VENTURA SPIRITS COMPANY LLC,,3891 N VENTURA AVE STE B2A,VENTURA,CA,93001,S,ACTIVE,
CA-S-20049,VENUS SPIRITS LLC,Venus Spirits LLC,200 HIGH RD,SANTA CRUZ,CA,95060,S,ACTIVE,
CA-S-20050,TREASURY WINE ESTATES AMERICAS COMPANY,,7000 HIGHWAY 46 EAST,PASO ROBLES,CA,93446,S,ACTIVE,
CA-S-20051,DESERT DISTILLING INC.,Desert Distilling,34300 GATEWAY DR STE 100,PALM DESERT,CA,92211,S,ACTIVE,
CA-S-20054,SPIRITSMITH LLC,Spiritsmith Distilling Company,1446 INDUSTRIAL AVE,SEBASTOPOL,CA,95472,S,ACTIVE,
CA-S-20057,"SAFE HARBOR PARTNERS, LLC",,707 TECHNOLOGY WAY,NAPA,CA,94558,S,ACTIVE,
CA-S-20058,GRATON SPIRITS COMPANY LLC,Purple Spirits,9109 GRATON RD BLDG C,GRATON,CA,95444,S,ACTIVE,
CA-S-20060,"SIDEWAYS SPIRITS, INC.",Sideways Spirits,41110 SANDALWOOD CIR UNIT 116,MURRIETA,CA,92562,S,ACTIVE,
CA-S-20062,DUCKHORN WINE COMPANY,Waterfowl Wine Company,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,S,ACTIVE,
CA-S-20063,COASTAL SPIRITS LLC,Coastal Spirits LLC,110 GLENN WAY UNIT 2,SAN CARLOS,CA,94070,S,ACTIVE,
CA-S-20065,"MOUNTAIN HOUSE SPIRITS, LLC",Young and Yonder Spirits,449 ALLAN CT,HEALDSBURG,CA,95448,S,ACTIVE,
CA-S-20069,"STUPID GOOD BEVERAGE COMPANY, LLC",JottShots!,2568 CHANNEL DR STE A,VENTURA,CA,93003,S,ACTIVE,
CA-S-20070,DC BEVERAGE LLC,Lost Republic Distilling Co.,"101 GRANT AVE UNIT A, B, L",HEALDSBURG,CA,95448,S,ACTIVE,
CA-S-20072,"RUSSELL CITY DISTILLERY, INC.",,22549 FOOTHILL BLVD,HAYWARD,CA,94541,S,ACTIVE,
CA-S-20073,LUNA DISTRIBUTING LLC,,2680 POMONA BLVD STE G,POMONA,CA,91768,S,ACTIVE,
CA-S-20074,SUKKAHHILL SPIRITS LLC,Sukkah Hill Spirits,1545 W 134TH ST UNIT E,GARDENA,CA,90249,S,ACTIVE,
CA-S-20076,COHOL LLC,,2823 OFFICE CT,ROSAMOND,CA,93560,S,ACTIVE,
CA-S-20079,"HORN ENTERPRISES, INC.",WASTED YOUTH SPIRITS,3230 RIVERSIDE AVE UNIT # 190,PASO ROBLES,CA,93446,S,ACTIVE,
CA-S-20080,"MARTINELLI WINERY, INC.",Martinelli Winery,3360 RIVER RD,WINDSOR,CA,95492,S,ACTIVE,
CA-S-20081,"DOC PEPE'S LAB, LLC",Doc Pepe's Lab,212 CYPRESS AVE,MARINA,CA,93933,S,ACTIVE,
CA-S-20083,"BRIAN TOEPFER, MICHAEL TOEPFER AND CHRISTOPHER DEAN",Cali Shine Distillery Co.,5216 ARBOGA ROAD UNIT C,OLIVEHURST,CA,95961,S,ACTIVE,
CA-S-20084,"SOUTH FORK SPIRITS, LLC",,16128 W BROOKSIDE DR,SONORA,CA,95370,S,ACTIVE,
CA-S-20086,"WINESHINE, INC.",Wineshine,3064 LIMESTONE WAY,PASO ROBLES,CA,93446,S,ACTIVE,
CA-S-20089,GREG MILLER,Capital Liquors Project,34255 CORCORAN HILL LN,DAVIS,CA,95616,S,ACTIVE,
CA-S-20094,"BAY AREA DISTILLING COMPANY, LLC",bay area distilling company,2160 ELKINS WAY UNIT A,BRENTWOOD,CA,94513,S,ACTIVE,
CA-S-20096,MAVRIK NORTH AMERICA LLC,,105 ZINFANDEL LN,ST HELENA,CA,94574,S,ACTIVE,
CA-S-20098,SAMUEL TERESI,1848 Distillery,3073 NEWTOWN RD,PLACERVILLE,CA,95667,S,ACTIVE,
CA-S-20100,DENNIS GRIMES & JULIE GRIMES,Eagles Nest Winery,18259 CHABLIS RD,RAMONA,CA,92065,S,ACTIVE,
CA-S-20102,"JEWELL DISTILLERY, INC.",,120 MONDA WAY UNIT C,BLUE LAKE,CA,95525,S,ACTIVE,
CA-S-20103,"ECOPAS, LLC",,2717 AVIATION WAY,SANTA MARIA,CA,93455,S,ACTIVE,
CA-S-20104,CHARRON FAVREAU L.L.C.,Charron Favreau,4682 CALLE BOLERO RD UNIT B,CAMARILLO,CA,93012,S,ACTIVE,
CA-S-20105,TREASURY WINE ESTATES AMERICAS COMPANY,,2000 MAIN ST,ST. HELENA,CA,94574,S,ACTIVE,
CA-S-20107,"PERFECT SOUL WHISKEY, LLC",,215 S PACIFIC ST STE 104,SAN MARCOS,CA,92078,S,ACTIVE,
CA-S-20108,"SWINFORD SPIRITS, LLC",SWINFORD SPIRITS,8680 MIRALANI DR STE 117,SAN DIEGO,CA,92126,S,ACTIVE,
CA-S-20111,"NEW ALCHEMY DISTILLING, LLC.",,5050 ROBERT J MATHEWS PKWY STE 250,EL DORADO HILLS,CA,95762,S,ACTIVE,
CA-S-20112,BRIAN RUNKLE,WHISKEY RIVER,1128 WESTERN CT STE 11,FAIRFIELD,CA,94533,S,ACTIVE,
CA-S-20115,RUBIN WINES LLC,,5220 ROSS RD,SEBASTOPOL,CA,95472,S,ACTIVE,
CA-S-20118,OLD TAVERN DISTILLERY LLC,,3443 RAMONA AVE STE 27A,SACRAMENTO,CA,95826,S,ACTIVE,
CA-S-20119,"BLINKING OWL DISTILLERY, LLC",,802 E WASHINGTON AVE,SANTA ANA,CA,92701,S,ACTIVE,
CA-S-20121,"DS PROPERTY DEVELOPMENT, LLC",Oceanside Distillers,3044 INDUSTRY ST STE 107,OCEANSIDE,CA,92054,S,ACTIVE,
CA-S-20124,HERMOZ PARSA,Bear and Eagle Products,1425 E BORCHARD AVE,SANTA ANA,CA,92705,S,ACTIVE,
CA-S-20125,"THE RILEY'S BREWING COMPANY, INC.",Riley's Brewing,28777 15 1/2 AVE,MADERA,CA,93638,S,ACTIVE,
CA-S-20126,E&F ROBERTS DISTILLERIES INC.,South Bay Spirits,695 QUINN AVE UNIT 2,SAN JOSE,CA,95112,S,ACTIVE,
CA-S-20128,"SEVEN CAVES SPIRITS, LLC",Seven Caves Spirits,8125 MERCURY CT STE 120,SAN DIEGO,CA,92111,S,ACTIVE,
CA-S-20129,KIN SPIRITS LLC,Home Base Spirits,2619 SEVENTH ST STE B,BERKELEY,CA,94710,S,ACTIVE,
CA-S-20130,HENEBERY SPIRITS INC.,,2870 SCOTT ST STE 104 - 106,VISTA,CA,92081,S,ACTIVE,
CA-S-20132,TREASURY WINE ESTATES AMERICAS COMPANY,STERLING VINEYARDS,1111 DUNAWEAL LN,CALISTOGA,CA,94515,S,ACTIVE,
CA-S-20133,"SNOW-LINE ORCHARD, LLC",,39400 OAK GLEN RD,YUCAIPA,CA,92399,S,ACTIVE,
CA-S-20134,ROK DISTILLERY LLC,ROK Distillery,260 SCOTTSVILLE BLVD,JACKSON,CA,95642,S,ACTIVE,
CA-S-20135,"GALWAY SPIRITS, INC.",Galway Spirits,42065 ZEVO DR UNIT 7,TEMECULA,CA,92590,S,ACTIVE,
CA-S-20136,FOG SHOTS,Fog Shots,1545 E WASHINGTON BLVD,LOS ANGELES,CA,90021,S,ACTIVE,
CA-S-20140,"DOMAINE CHARBAY, LLC",,4001 SPRING MOUNTAIN RD,ST. HELENA,CA,94574,S,ACTIVE,
CA-S-20141,LOYD LOCVICH AND ELISA SWANSON,Loyd Locvich and Elisa Swanson,3133 BUTTE SLOUGH RD,COLUSA,CA,95932,S,ACTIVE,
CA-S-20142,SANTEE SALOON LLC,BNS Brewing and Distilling Co,10960 WHEATLANDS AVE STE 102,SANTEE,CA,92071,S,ACTIVE,
CA-S-20143,HOOKER OAK DISTILLERY LLC,,2420 PARK AVE,CHICO,CA,95928,S,ACTIVE,
CA-S-20145,"BEAR RIVER WINERY, LLC",Bear River Distillery,2751 COMBIE RD,MEADOW VISTA,CA,95722,S,ACTIVE,
CA-S-20146,SIDDIQUI RUMS CORPORATION,,5900 PRUITT AVE UNIT 404,WINDSOR,CA,95492,S,ACTIVE,
CA-S-20148,"CUTWATER SPIRITS, LLC",,9750 DISTRIBUTION AVE,SAN DIEGO,CA,92121,S,ACTIVE,
CA-S-20149,"THE TRIPP DISTILLERY, LLC",,1121 PALMETTO AVE,PACIFICA,CA,94044,S,ACTIVE,
CA-S-20150,KINNEY FAMILY VINTNERS LLC,Sidewinder Spirits,2245 S VASCO RD UNIT B,LIVERMORE,CA,94550,S,ACTIVE,
CA-S-20151,"YOU & YOURS DISTILLING COMPANY, LLC",You & Yours Distilling Co,1495 G ST,SAN DIEGO,CA,92101,S,ACTIVE,
CA-S-20154,"DRIFT BRANDS, LLC",DRIFT DISTILLERY,940 CALLE AMANECER STE K,SAN CLEMENTE,CA,92673,S,ACTIVE,
CA-S-20156,"OWENS VALLEY DISTILLING COMPANY, LLC",,237 E SOUTH ST UNIT E,BISHOP,CA,93514,S,ACTIVE,
CA-S-20157,619 SPIRITS,,3019 LINCOLN AVE,SAN DIEGO,CA,92104,S,ACTIVE,
CA-S-20158,"HAMMOND & CO, LLC",Pacific Coast Spirits,404 S COAST HWY,OCEANSIDE,CA,92054,S,ACTIVE,
CA-S-20159,HERETIC BREWING COMPANY,,"1052 HORIZON DR STE A, B, C",FAIRFIELD,CA,94533,S,ACTIVE,
CA-S-20160,SMOOCH BEVERAGES USA INC,,31220 LA BAYA DR UNIT 114,WESTLAKE VILLAGE,CA,91362,S,ACTIVE,
CA-S-20161,"SAN FRANCISCO DISTILLING COMPANY, LLC",San Francisco Distilling Company,6150 CAMERON RD,ELK,CA,95432,S,ACTIVE,
CA-S-20163,DENNY BAR COMPANY LLC,,511 MAIN ST,ETNA,CA,96027,S,ACTIVE,
CA-S-20165,"TRINITY ALPS GOLF AND COUNTRY CLUB, LLC",,130 GOLF COURSE DR,WEAVERVILLE,CA,96093,S,ACTIVE,
CA-S-20166,WHISKEY KINGS LLC,,3195 MCMILLIAN DR STE C,SAN LUIS OBISPO,CA,93401,S,ACTIVE,
CA-S-20168,E. & J. GALLO WINERY,,2425 MISSION ST,SAN MIGUEL,CA,93451,S,ACTIVE,
CA-S-20169,AMERICAN OUTLAW SPIRITS INCORPORATED,,10810 INLAND AVE,MIRA LOMA,CA,91752,S,ACTIVE,
CA-S-20170,GENEROUS SPIRITS LLC,117° West Spirits,2332 LA MIRADA DR STE 800,VISTA,CA,92081,S,ACTIVE,
CA-S-20171,"MCB ENTERPRISES, INC.",Cantara Distillery,126 N WOOD RD STE 104,CAMARILLO,CA,93010,S,ACTIVE,
CA-S-20172,"SUTTER HOME WINERY, INC.",,18667 N JACOB BRACK RD,LODI,CA,95242,S,ACTIVE,
CA-S-20173,REDHEAD SPIRITS LLC,Goleta Red Distilling Company,93 CASTILIAN DR,GOLETA,CA,93117,S,ACTIVE,
CA-S-20174,CHRIS AGHAYAN,Whiskey on Tap,1270 LINCOLN AVE STE 1200,PASADENA,CA,91103,S,ACTIVE,
CA-S-20175,ELK FENCE DISTILLERY LLC,,464 KENWOOD CT STE E,SANTA ROSA,CA,95407,S,ACTIVE,
CA-S-20176,"MAKE BEVERAGE GROUP, LLC",,500 S ANAHEIM BLVD UNIT A,ANAHEIM,CA,92805,S,ACTIVE,
CA-S-20179,"LONGCREAUX DISTILLING CO., LLC",,12807 LONE STAR RD,AUBURN,CA,95602,S,ACTIVE,
CA-S-20180,URBAN PRESS SPIRITS LLC,,5220 4TH ST STE 16 & 17,IRWINDALE,CA,91706,S,ACTIVE,
CA-S-20181,"OPOLO WINES, LP, OPOLO MANAGEMENT LLC, GP",,45 N MAIN ST,TEMPLETON,CA,93465,S,ACTIVE,
CA-S-20183,SONOMA COAST SPIRITS LLC,Sonoma Coast Spirits,1372 N MCDOWELL BLVD STE A,PETALUMA,CA,94954,S,ACTIVE,
CA-S-20185,"JJ PFISTER DISTILLING COMPANY, LLC",J.J. Pfister Distilling,9819 BUSINESS PARK DR STE 3&4,SACRAMENTO,CA,95827,S,ACTIVE,
CA-S-20186,"ULTRA PURE, LLC",,11903 PIKE ST,SANTA FE SPRINGS,CA,90670,S,ACTIVE,
CA-S-20188,"CORCORAN CAPITAL GROUP, INC.",CENTRAL COAST DISTILLARY,1875 EL CAMINO REAL BLDG 5 SUITE A,ATASCADERO,CA,93422,S,ACTIVE,
CA-S-20189,"NELLA TERRA CELLARS, INC.",,5003 SHERIDAN RD,SUNOL,CA,94586,S,ACTIVE,
CA-S-20190,GOOD FISHING LLC,Blue-09,1930 AIRDOME ENTRY,ATWATER,CA,95340,S,ACTIVE,
CA-S-20193,"UNDERGROUND BREWING COMPANY, LLC",UNDERGROUND DISTILLING COMPANY,1040 BROAD ST,SAN LUIS OBISPO,CA,93401,S,ACTIVE,
CA-S-20194,LOS CALIFORNIOS LLC,Los Californios Spirits,1935 ORANGE AVE UNIT B,COUNTY OF SAN DIEGO,CA,92065,S,ACTIVE,
CA-S-20195,"DEL SOL DISTILLERIES, INC.",,2766 VIA ORANGE WAY UNIT O,SPRING VALLEY,CA,91978,S,ACTIVE,
CA-S-20196,NEW DIRECTION FOODS INC.,,16321 GOTHARD ST STE D,HUNTINGTON BEACH,CA,92647,S,ACTIVE,
CA-S-20197,"JPB ROCKIN RUM, LLC",,2525 PIONEER AVE UNIT 3,VISTA,CA,92081,S,ACTIVE,
CA-S-20199,STANDING JOURNEY LLC,,1429 TUBBS LN,CALISTOGA,CA,94515,S,ACTIVE,
CA-S-20202,"IN SPIRIT GROUP, INC.",,22625 S WESTERN AVE,TORRANCE,CA,90501,S,ACTIVE,
CA-S-20203,"BEVZERO SERVICES, INC.","BevZero Services,  Inc.",1450 AIRPORT BLVD STE 180,SANTA ROSA,CA,95403,S,ACTIVE,
CA-S-20208,BERGH CORPORATION,Calwise Spirits Co.,3340 RAMADA DR STE B,PASO ROBLES,CA,93446,S,ACTIVE,
CA-S-20213,SIPSONG SPIRITS LLC,Sipsong Spirits,7759 BELL RD,WINDSOR,CA,95492,S,ACTIVE,
CA-S-20214,CAREN ANN FRIEDMAN,Third Avenue Distillery,1235 3RD AVE,NAPA,CA,94558,S,ACTIVE,
CA-S-20215,"SBRAGIA FAMILY VINEYARDS, LLC",,9990 DRY CREEK RD,GEYSERVILLE,CA,95441,S,ACTIVE,
CA-S-20216,"WISE-CALDWELL DISTILLERS, LLC",Wise Caldwell Distillers,68 COOMBS ST STE L6,NAPA,CA,94559,S,ACTIVE,
CA-S-20218,"SLO BREWING CO, LLC",SLO Stills,855 AEROVISTA PL STE 120,SAN LUIS OBISPO,CA,93401,S,ACTIVE,
CA-S-20219,DEVEN WEK,,815 ALMAR AVE UNIT 14,SANTA CRUZ,CA,95060,S,ACTIVE,
CA-S-20220,"DEAD HORSE HOLLER HOLDINGS, LLC",,4400 ASHE RD STE 207,BAKERSFIELD,CA,93313,S,ACTIVE,
CA-S-20221,J. LOHR WINERY CORPORATION,,39502 CYPRESS AVE,GREENFIELD,CA,93927,S,ACTIVE,
CA-S-20223,REINSTEIN RANCH LLC,,8201 HIGHLAND RD,LIVERMORE,CA,94551,S,ACTIVE,
CA-S-20227,"SATELLITE SPIRITS, INCORPORATED","Satellite Spirits, Inc.",13346 E GRASS VALLEY AVE UNIT E,GRASS VALLEY,CA,95945,S,ACTIVE,
CA-S-20229,LAKE BOTTOM BREWERY & DISTILLERY  LLC,,1017 WHITLEY AVE,CORCORAN,CA,93212,S,ACTIVE,
CA-S-20231,"HEALDSBURG DISTILLERS, INC.",Healdsburg Distillers,1229 GROVE ST UNIT 8,HEALDSBURG,CA,95448,S,ACTIVE,
CA-S-20233,"THE JOSEPH COMPANY INTERNATIONAL, INC.",,1711 LANGLEY AVE,IRVINE,CA,92614,S,ACTIVE,
CA-S-20235,"CROWS CRAFT BREWING & DISTILLING CO., LLC",,111 INDUSTRIAL RD UNIT 2,BELMONT,CA,94002,S,ACTIVE,
CA-S-20237,"RELENTLESS BREWING AND SPIRITS, LLC",,2133 COLORADO BLVD,LOS ANGELES,CA,90041,S,ACTIVE,
CA-S-20238,"THE COUNTESS WALEWSKA, LLC",Great Women Spirits Ltd.,1320 SCOTT ST STE A,PETALUMA,CA,94954,S,ACTIVE,
CA-S-20239,"BARBER LEE SPIRITS, LLC",,120 WASHINGTON ST,PETALUMA,CA,94952,S,ACTIVE,
CA-S-20240,THORN SPIRITS LLC,ReBru Spirits,1735 NATIONAL AVE STE A,SAN DIEGO,CA,92113,S,ACTIVE,
CA-S-20243,"RAMBERG VINEYARDS, LLC",Venteux Vineyards,1795 LAS TABLAS RD,TEMPLETON,CA,93465,S,ACTIVE,
CA-S-20244,"SIERRA COURT, LLC",Sierra Court LLC,8008 EASTSIDE RD BLDG C,HEALDSBURG,CA,95448,S,ACTIVE,
CA-S-20245,ANN AINSLEY THOMAS LLC,Iron Hub Winery,12500 STEINER RD,PLYMOUTH,CA,95669,S,ACTIVE,
CA-S-20246,"LONG BEACH SPIRITS LAB, LLC",Long Beach Spirits Lab,516 W WILLOW ST,LONG BEACH,CA,90806,S,ACTIVE,
CA-S-20247,"THE DANCING FOX WINERY & BREWERY, INC.",The Dancing Fox Winery & Brewery,203 S SCHOOL ST,LODI,CA,95240,S,ACTIVE,
CA-S-20248,"HANSON SPIRITS, LLC",Hanson Spirits,669 BRIDGEWAY,SAUSALITO,CA,94965,S,ACTIVE,
CA-S-20250,"DFAMLE ENTERPRISES, L.P.",Four Sons Brewing,18421 GOTHARD ST STE 400,HUNTINGTON BEACH,CA,92648,S,ACTIVE,
CA-S-20251,"MOUNT DIABLO DISTILLERY, LLC",Mount Diablo Distillery,729 FULTON SHIPYARD RD UNIT A-3,ANTIOCH,CA,94509,S,ACTIVE,
CA-S-20252,"PORTUGUESE BEND DISTILLING, LLC",Portuguese Bend Distilling,300 THE PROMENADE NORTH UNIT A-106,LONG BEACH,CA,90802,S,ACTIVE,
CA-S-20253,"LOST & FOUND DISTILLERY, INC.",Misadventure & Co.,2420 GRAND AVE STE C,VISTA,CA,92081,S,ACTIVE,
CA-S-20254,THE FERMENTATION COMPANY LLC,FERMCO,8787 PLATA LN,ATASCADERO,CA,93422,S,ACTIVE,
CA-S-20256,WILD FIRE VODKA LLC,Wildfire Vodka,16040 KAPLAN AVE,CITY OF INDUSTRY,CA,91744,S,ACTIVE,
CA-S-20257,"KALIFORNIA DISTILLERIES, INC.",Kalifornia Distilleries,41638 EASTMAN DR STE A,MURRIETA,CA,92562,S,ACTIVE,
CA-S-20259,PUTNER LLC,The Distillers Club,2400 KETTNER BLVD STE 110,SAN DIEGO,CA,92101,S,ACTIVE,
CA-S-20260,"DONATI FAMILY VINEYARD, INC.",,2720 OAK VIEW RD,TEMPLETON,CA,93465,S,ACTIVE,
CA-S-20262,SANTA MARIA BREWING CO. INC.,,7935 SAN LUIS AVE,ATASCADERO,CA,93422,S,ACTIVE,
CA-S-20263,IT'S A HITT CORP.,Town's End Stillhouse,22020 HIGHWAY 18,APPLE VALLEY,CA,92307,S,ACTIVE,
CA-S-20264,"CHENERY, LLC",Brucato Spirits,275 S VAN NESS AVE,SAN FRANCISCO,CA,94103,S,ACTIVE,
CA-S-20265,"HOTALING & CO., LLC",Hotaling & Co.,"PIER 50, SHED B",SAN FRANCISCO,CA,94158,S,ACTIVE,
CA-S-20266,"THE BARN, INC",The Barn,2850 EL CAJON BLVD STE 3,SAN DIEGO,CA,92104,S,ACTIVE,
CA-S-20267,"ROXANNE'S, INC.",Wille's Tin Shop,1115 E WARDLOW RD UNIT A,LONG BEACH,CA,90807,S,ACTIVE,
CA-S-20269,"SEVEN STILLS, LLC",Seven Stills Brewery and Distillery,1562 N SANTA FE AVE,VISTA,CA,92083,S,ACTIVE,
CA-S-20270,PETER LAI,Drinqme,2340 STANWELL CIR,CONCORD,CA,94520,S,ACTIVE,
CA-S-20271,STEPHEN BRIDGE,Lompoc Wine Factory,321 D ST,LOMPOC,CA,93436,S,ACTIVE,
CA-S-20272,"AZLIA, INC.",Alamere Spirits,24 GALLI DR UNIT 2,NOVATO,CA,94949,S,ACTIVE,
CA-S-20275,"IMPERIAL SPIRITS, LLC","Imperial Spirits, LLC",30 E SHANK RD UNIT B,BRAWLEY,CA,92227,S,ACTIVE,
CA-S-20276,"BITTER JOURNEY, LLC",,3040 SCOTT BLVD,SANTA CLARA,CA,95054,S,ACTIVE,
CA-S-20277,THE GOLD BAR SPIRITS COMPANY INC.,,750 6TH ST STE G,SAN FRANCISCO,CA,94130,S,ACTIVE,
CA-S-20278,"HACIENDA LOPEZ, INC.",Lopez Spirits & Beverages Company,21170 CENTRE POINTE PKWY STE 230,SANTA CLARITA,CA,91350,S,ACTIVE,
CA-S-20279,MONTEVERDI SPIRITS LLC,Monteverdi Spirits,110 CAMINO ORUGA,NAPA,CA,94558,S,ACTIVE,
CA-S-20280,"HAWK FEATHER WINERY, LLC",Hawk Feather WInery,22875 MCCOURTNEY RD,GRASS VALLEY,CA,95949,S,ACTIVE,
CA-S-20283,BRAND HOUSE WINES & SPIRITS LLC,,137 ANACAPA ST STE D,SANTA BARBARA,CA,93101,S,ACTIVE,
CA-S-20284,"DELTA ARTISAN, LLC",Delta Artisan,927 INDUSTRIAL WAY STE B,LODI,CA,95240,S,ACTIVE,
CA-S-20285,"HELM'S BREWING COMPANY, LLC",Helms Brewing Company,5640 KEARNY MESA RD STE C,SAN DIEGO,CA,92111,S,ACTIVE,
CA-S-20287,MIDTOWN SPIRITS LLC,Midtown Spirits,1717 19TH ST STE B,SACRAMENTO,CA,95811,S,ACTIVE,
CA-S-20290,"SABBATICAL LABS, LLC",Sabbatical Labs,16021 W HIGHWAY 4,STOCKTON,CA,95206,S,ACTIVE,
CA-S-20292,"SANTA MONICA MOUNTAINS FARMSTEAD, LLC",,853 VIA ALONDRA,CAMARILLO,CA,93012,S,ACTIVE,
CA-S-20294,NIXTACO,Nixtaco Mexican Kitchen & Distillery,1805 CIRBY WAY STE 12,ROSEVILLE,CA,95661,S,ACTIVE,
CA-S-20295,RKR BOTTLING LLC,,1554 FAYETTE ST,EL CAJON,CA,92020,S,ACTIVE,
CA-S-20296,MIMIDEX LLC,The Palm Spirings Spirits Company,1130 N VALDIVA WAY STE B,PALM SPRINGS,CA,92262,S,ACTIVE,
CA-S-20297,ST. BARTS SPIRIT COMPANY,The St. Barts Spirit Company,201 DEVLIN RD,NAPA,CA,94558,S,ACTIVE,
CA-S-20298,NICOLA ALLEGRETTA & JACKELINE ORTIZ DE ZEVALLOS-ALLEGRETTA,Mistura/Nicola's Restaurant,570 HIGUERA ST STE 105,SAN LUIS OBISPO,CA,93401,S,ACTIVE,
CA-S-20300,KOMPLETE LLC,Whalebird Kombucha,"3576 EMPLEO ST, STE. 1, 2, 3, 4, 7",SAN LUIS OBISPO,CA,93401,S,ACTIVE,
CA-S-20302,LIGHTNING SPIRITS LLC,Ligtning Spirits,1340 COMMERCE ST STE F,PETALUMA,CA,94954,S,ACTIVE,
CA-S-20303,SKYLAR CREATIONS INC,GelatoLove,5661 PALMER WAY STE C & D,CARLSBAD,CA,92010,S,ACTIVE,
CA-S-20304,"ANHEUSER-BUSCH, LLC",,15800 ROSCOE BLVD,LOS ANGELES,CA,91406,S,ACTIVE,
CA-S-20305,BUZZBOX PREMIUM COCKTAILS INC.,,42625 JACKSON ST STE 111,INDIO,CA,92203,S,ACTIVE,
